name,state,chamber,party,lid_tw,total_posts_tw,total_likes_tw,total_retweets_tw,total_misinfo_count_tw,total_interactions_tw,interaction_score_tw,overperforming_score_tw,civility_score_tw
Eric Hutchings,UT,H,R,791745149780885504,0,0,0,0,0,0.0,0.0,0.0
Eric Lesser,MA,S,D,235809142,3058,32959,992289,0,1025248,0.967852656137832,1.2550975360222534,1.0
Eric Lucero,MN,H,R,2448716228,35,873,263,0,1136,0.2315140845070422,0.300224166536622,1.0
Eric Luedtke,MD,H,D,17377538,3645,53490,5111631,0,5165121,0.98964399865947,1.2833562385552035,1.0
Eric Nelson,WV,H,R,397570680,302,2179,23543,0,25722,0.915286525153565,1.1869305262422225,1.0
Eric Pettigrew,WA,H,D,1450468057,48,103,12337,0,12440,0.9917202572347268,1.286048701096298,1.0
Eric Porterfield,WV,H,R,513412300,5,16,1,0,17,0.0588235294117647,0.0762815149151426,1.0
Eric Pratt,MN,S,R,599878980,447,928,184404,0,185332,0.9949927697321564,1.2902924486813034,1.0
Erica Crawley,OH,,D,940462653700558848,0,0,0,0,0,0.0,0.0,0.0
Erick Allen,GA,H,D,16209173,2307,24500,2187104,0,2211604,0.9889220674225584,1.2824200484121286,1.0
Erik Mortensen,MN,H,R,986736330821505024,0,0,0,0,0,0.0,0.0,0.0
Erik Simonson,MN,S,D,807036019,374,3269,1397,0,4666,0.2993999142734676,0.388257543446147,1.0
Erikka Lynn Storch,WV,H,R,143587617,62,40,2928,0,2968,0.9865229110512128,1.2793088566092112,1.0
Erin Grall,FL,H,R,69612040,139,1208,13171,0,14379,0.9159885944780582,1.1878409597402348,1.0
Erin Healy,SD,H,D,291923535,1,0,0,0,0,0.0,0.0,1.0
Erin Houchin,IN,S,R,2327983291,39,122,102,0,224,0.4553571428571428,0.5905006556377558,1.0
Erin Koegel,MN,H,D,38498495,527,2201,776504,0,778705,0.9971735124341052,1.2931204047493652,1.0
Erin Murphy,MN,S,D,34512788,1512,41631,183615,0,225246,0.8151754082203457,1.0571078560305025,1.0
Erin Oban,ND,S,D,2312896627,791,17955,465285,0,483240,0.9628445492922773,1.2486030944126445,1.0
Ernest Bailes,TX,H,R,3600637033,3,6,48,0,54,0.8888888888888888,1.1526984476065996,1.0
Ethan Corson,KS,,D,2841178402,209,4319,605,0,4924,0.1228675873273761,0.1593329368201141,1.0
Ethan Manning,IN,H,R,47626580,133,1873,843,0,2716,0.3103829160530191,0.4025001436851653,1.0
Eugene Yaw,PA,S,R,42940458,397,2383,1234,0,3617,0.3411667127453691,0.4424201326762128,1.0
Evan Hansen,WV,H,D,244510825,26,2,713,0,715,0.9972027972027973,1.293158380820201,1.0
Evan Jenne,FL,H,D,15388042,5,23,131,0,154,0.8506493506493507,1.103109959194952,1.0
Evan Low,CA,H,D,253769656,1430,104370,380717,0,485087,0.7848427189349539,1.017772856698122,1.0
Evan Shanley,RI,H,D,1920247825,74,541,231105,0,231646,0.997664539858232,1.2937571621175783,1.0
Evelyn Terry,NC,H,D,3582384275,100,26,242245,0,242271,0.9998926821617116,1.2966465853136293,1.0
Everett McBride Jr.,NH,H,R,2965202471,40,12,154,0,166,0.927710843373494,1.2030422051074905,1.0
F. Jay Barrows,MA,H,R,1191181046,1,1,0,0,1,0.0,0.0,1.0
Fabian Do<d0>ate,NV,S,D,524975106,1116,13381,394179,0,407560,0.9671680243399744,1.2542097152603593,1.0
Faith Winter,CO,,D,94178441,880,6389,475675,0,482064,0.986746573069136,1.2795988983276658,1.0
Felicia Brabec,MI,H,D,511217925,96,1376,1133,0,2509,0.4515743324033479,0.5855951609328665,1.0
Felicia Robinson,FL,H,D,2598521311,188,370,4598,0,4968,0.9255233494363928,1.2002054941338645,1.0
Felix Ortiz,NY,H,D,1156638504778182912,0,0,0,0,0,0.0,0.0,0.0
Fentrice Driskell,FL,H,D,958785027906646016,0,0,0,0,0,0.0,0.0,0.0
Ferrell Haile,TN,S,R,460460665,384,1456,5354,0,6810,0.7861967694566814,1.0195287701242954,1.0
Fiona McFarland,FL,H,R,49195444,259,4990,17443,1,22433,0.7775598448713948,1.008328529367546,1.0
Floyd Prozanski,OR,S,D,2571554186,62,54,344,0,398,0.864321608040201,1.120839947798377,1.0
Forrest Bennett,OK,H,D,161731355,2777,176118,4225379,0,4401497,0.9599867954016554,1.2448971998801128,1.0
Forrest Mandeville,MT,H,R,1287107688,17,7,13005,0,13012,0.9994620350445742,1.2960881282673151,1.0
Foung Hawj,MN,S,D,2985422619,305,1677,5224,0,6901,0.7569917403274887,0.9816561044173288,1.0
Four Price,TX,H,R,1060727293,405,11515,11282,0,22797,0.4948896784664648,0.6417658846179262,1.0
Frances Ann Hurley,IL,H,D,3517268839,51,269,147,0,416,0.3533653846153846,0.4582391965695707,1.0
Frank A. Moran,MA,H,D,3252280601,405,1026,700,0,1726,0.4055619930475087,0.5259270147683646,1.0
Frank Bigelow,CA,H,R,233030378,165,2028,4016,0,6044,0.6644606221045665,0.8616630685451053,1.0
Frank Burns,PA,H,D,231137457,231,450,116,1,566,0.2049469964664311,0.2657723452520517,1.0
Frank Dermody,PA,H,D,188897793,224,1466,8078,0,9544,0.84639564124057,1.0975938094338722,1.0
Frank Iler,NC,H,R,113535236,95,112,78,0,190,0.4105263157894737,0.5323646777762059,1.0
Frank Ryan,PA,H,R,547436534,487,1333,51151,0,52484,0.9746017834006554,1.2638497081056288,1.0
Frank S. Niceley,TN,S,R,1009195424,7209,53837,5056791,6,5110628,0.9894656781906256,1.2831249951116384,1.0
Franklin Foil,LA,S,R,2228839182,11,101,63,0,164,0.3841463414634146,0.4981555028909619,1.0
Fred Akshar,NY,S,R,2386445651,191,3517,630,0,4147,0.1519170484687726,0.197003864176797,1.0
Fred Baldwin,WY,S,R,804761736649777152,0,0,0,0,0,0.0,0.0,0.0
Fred Camillo,CT,H,R,23265128,1696,5669,45700,0,51369,0.8896416126457591,1.1536745690508732,1.0
Fred Crespo,IL,H,D,2838584161,274,374,122,0,496,0.2459677419354838,0.3189674635766246,1.0
Fred Deutsch,SD,H,R,493327685,2212,32926,2437455,11,2470381,0.9866716915326016,1.2795017930178836,1.0
Fred Doucette,NH,H,R,50519684,1120,6417,1896347,0,1902764,0.996627537624214,1.2924123923940969,1.0
Fred Hawkins,FL,H,R,304787662,601,3302,21374,0,24676,0.8661857675474145,1.12325736328969,1.0
Fred Patton,KS,,R,41286090,264,2523,908,0,3431,0.2646458758379481,0.3431890015243782,1.0
Fred Shanks,MS,H,R,401013829,559,1388,15300,2,16688,0.9168264621284756,1.188927494572663,1.0
Freda Warfield,KS,H,D,2654715488,12,0,166100,0,166100,1.0,1.2967857535574243,1.0
Freddie Rodriguez,CA,H,D,3040340676,934,2608,8162,0,10770,0.7578458681522748,0.9827637252122284,1.0
Fredrick Love,AR,H,D,116530493,112,235,857,0,1092,0.7847985347985348,1.0177155593394809,1.0
Fue Lee,MN,H,D,4764355040,3420,6710,7850636,0,7857346,0.999146022079211,1.2956783271558927,1.0
G. A. Hardaway,TN,H,D,2235962472,70,397,2240,0,2637,0.8494501327265832,1.1015548304772964,1.0
G. Andres Romero,NM,H,D,2964542421,34,268,256,0,524,0.4885496183206106,0.6335441849440853,1.0
Gabriel Acevero,MD,H,D,925858910,7989,107579,10010216,1,10117795,0.9893673473321016,1.2829974810551694,1.0
Gabriela Mosquera,NJ,H,D,600336338,227,395,7047,0,7442,0.9469228701961838,1.2279560877881175,1.0
Gabrielle LeDoux,AK,H,R,1151742336,3,2,0,0,2,0.0,0.0,1.0
Gael Tarleton,WA,H,D,1162202610,2171,4784,2032524,0,2037308,0.9976518032619516,1.2937406454809737,1.0
Gail Chasey,NM,H,D,322124471,53,42,708558,0,708600,0.9999407281964436,1.296708890726985,1.0
Gail Finney,KS,,D,27877804,218,2094,397219,0,399313,0.9947559934186966,1.289985400531229,1.0
Gale Adcock,NC,H,D,369078586,79,975,438,0,1413,0.3099787685774947,0.4019760509965689,1.0
Garlan Gudger,AL,S,R,202228055,86,75,50572,1,50647,0.9985191620431616,1.2948654239916693,1.0
Garland E. Pierce,NC,H,D,4418446167,31,132,1121,0,1253,0.8946528332003192,1.1601730484739607,1.0
Garnet Coleman,TX,H,D,21336343,289,2555,2195,0,4750,0.4621052631578947,0.5992515219070625,1.0
Garrett Muscatel,NH,H,D,1320331676,42,2495,80265,0,82760,0.9698525857902368,1.257691016303609,1.0
Garry R. Smith,SC,H,R,75896584,1842,378,1887779,133,1888157,0.9997998047831828,1.2965261432523256,1.0
Gary Carter Jr.,LA,H,D,245028498,41,211,109713,0,109924,0.9980804919762744,1.2942965628984182,1.0
Gary Chism,MS,H,R,135914700,1,0,0,0,0,0.0,0.0,1.0
Gary Click,OH,,R,3021605339,94,101,3800,0,3901,0.9741092027685208,1.2632109365593984,1.0
Gary Daniels,NH,S,R,2553031891,16,27,261,0,288,0.90625,1.175212089161416,1.0
Gary E. Clary,SC,H,R,2319105211,3731,17616,5366252,0,5383868,0.996728002989672,1.292542674448749,1.0
Gary Farmer,FL,S,D,3902157616,1828,24303,1219777,0,1244080,0.980465082631342,1.2714531510168274,1.0
Gary Gates,TX,H,R,2482409413,125,1715,7948,0,9663,0.8225188864741798,1.066630774011633,1.0
Gary Hebl,WI,H,D,928645742780190848,0,0,0,0,0,0.0,0.0,0.0
Gary Hicks,TN,H,R,113473307,58,771,276,1,1047,0.2636103151862464,0.3418461012243067,1.0
Gary Knopp,AK,H,R,809900414850264960,0,0,0,0,0,0.0,0.0,0.0
Gary Pretlow,NY,H,D,1532498652,171,594,253,0,847,0.2987012987012987,0.3873515887249449,1.0
Gary Scherer,OH,H,R,599445337,15,43,31,0,74,0.4189189189189189,0.543248085949732,1.0
Gary Simrill,SC,H,R,118664177,99,1433,190,0,1623,0.1170671595810228,0.1518110247541039,1.0
Gary Stanislawski,OK,S,R,141300951,21,11,164,0,175,0.9371428571428572,1.215273506190958,1.0
Gary Stubblefield,AR,S,R,487813295,74,200,157211,0,157411,0.998729440763352,1.2951381104402886,1.0
Gary VanDeaver,TX,H,R,1713114559,38,39,15336,0,15375,0.9974634146341465,1.2934963457923032,1.0
Gary Winfield,CT,S,D,20825303,1168,8433,2632586,0,2641019,0.9968069143008816,1.29264500551292,1.0
Gates Lucas,NH,H,R,717821802068774912,0,0,0,0,0,0.0,0.0,0.0
Gayla McKenzie,AR,H,R,34350433,45,61,18326,0,18387,0.9966824386795018,1.2924835873004494,1.0
Gayle Goldin,RI,S,D,475287482,1771,12537,1022291,0,1034828,0.98788494319829,1.281075120493428,1.0
Gayle Harrell,FL,S,R,1004834346,14,12,2010,0,2022,0.9940652818991098,1.2890896956728108,1.0
Gayle Manning,OH,,R,507562427,489,3087,3099,0,6186,0.5009699321047527,0.6496506709140736,1.0
Gene Pelowski,MN,H,D,490006745,128,446,515,1,961,0.5359001040582726,0.6949476202727093,1.0
Gene Ward,HI,H,R,24966325,236,528,475,0,1003,0.4735792622133599,0.6141308404185212,1.0
Gene Wu,TX,H,D,438529528,14255,869473,24062951,0,24932424,0.9651268163897744,1.2515627058704917,1.0
Geoffrey Gratwick,ME,S,D,2173000380,134,0,933177,0,933177,1.0,1.2967857535574243,1.0
George A. Amedore Jr.,NY,S,R,214118683,6,9,10,0,19,0.5263157894736842,0.6825188176618023,1.0
George A. Brown Jr.,KY,H,D,2379601369,177,470,500485,0,500955,0.9990617919773234,1.295569098759744,1.0
George Barker,VA,S,D,425427122,341,768,41990,0,42758,0.9820384489452266,1.2734934700378002,1.0
George Campsen,SC,S,R,1965306787,1,4,1,0,5,0.2,0.2593571507114849,1.0
George Gainer,FL,S,R,3517832435,913,5032,50159,1,55191,0.9088257143374826,1.1785522388194971,1.0
George Smith Jr.,SC,H,R,27670007,62,492,864,0,1356,0.6371681415929203,0.826270568638359,1.0
George Sykes,NH,H,D,1287035612,2,1,0,0,1,0.0,0.0,1.0
George Young,OK,S,D,377382236,92,304,137,0,441,0.310657596371882,0.4028563452094493,1.0
Georgene Louis,NM,H,D,38745086,433,4411,249175,0,253586,0.982605506613141,1.274228822342997,1.0
Gerald Allen,AL,S,R,1379570394,1,0,6,0,6,1.0,1.2967857535574243,1.0
Gerald Cardinale,NJ,S,R,123974466,46,149,726,0,875,0.8297142857142857,1.0759616652373605,1.0
Gerald Malloy,SC,S,D,428546274,145,4847,8737,0,13584,0.6431831566548881,0.8340707544781522,1.0
Gerald Mullery,PA,H,D,221768911,132,235,61,0,296,0.206081081081081,0.2672430100236584,1.0
Gerald Neal,KY,S,D,848501378,10,9,0,0,9,0.0,0.0,1.0
Geraldine Custer,MT,H,R,4913366953,23,30,13,0,43,0.3023255813953488,0.3920515068894539,1.0
Geraldine Peten,AZ,H,D,906386106320510848,0,0,0,0,0,0.0,0.0,0.0
Geran Tarr,AK,H,D,1355624664,339,966,256185,0,257151,0.9962434522906776,1.2919143160054165,1.0
Gerri Cannon,NH,H,D,558912918,319,787,292659,0,293446,0.9973180755573428,1.2933078721480693,1.0
Gerry Pollet,WA,H,D,762477108,32,95,3,0,98,0.0306122448979591,0.0396975230680844,1.0
Gerry Ward,NH,H,D,372053421,14849,2926,80463671,1,80466597,0.9999636370853362,1.296738598647731,1.0
Gilda Cobb-Hunter,SC,H,D,2233944943,15439,35091,38941824,1,38976915,0.9990996978596176,1.2956182545678796,1.0
Gina Calanni,TX,H,D,111054940,1299,5751,4463518,0,4469269,0.9987132123843968,1.295117065709656,1.0
Gina Hinojosa,TX,H,D,737131740,3467,79957,4538906,1,4618863,0.9826890297460652,1.2743371339518657,1.0
Gina Mitten,MO,H,D,22724322,2695,5879,7205005,0,7210884,0.9991847046769856,1.2957284901975974,1.0
Gina Sillitti,NY,H,D,4067565381,1,1,0,0,1,0.0,0.0,1.0
Gina Walsh,MO,S,D,70342801,123,606,574450,0,575056,0.9989461895884922,1.2954191872288308,1.0
Ginny Burdick,OR,S,D,1081174082,294,1347,266550,0,267897,0.9949719481741116,1.2902654475814643,1.0
Ginny Klevorn,MN,H,D,747597847525154816,0,0,0,0,0,0.0,0.0,0.0
Giovanni Capriglione,TX,H,R,376474550,314,6268,28156,0,34424,0.8179177318150128,1.060664062199711,1.0
Glen Aldrich,NH,H,R,3367563568,3,5,1,0,6,0.1666666666666666,0.2161309589262374,1.0
Glen Kolkmeyer,MO,H,R,62941254,59,12,10996,0,11008,0.9989098837209304,1.2953721062970058,1.0
Glen Leavitt,NV,H,R,729683811332562944,0,0,0,0,0,0.0,0.0,0.0
Glenn Cordelli,NH,H,R,3310474503,1722,1709,1995984,28,1997693,0.9991445131959716,1.295676370457604,1.0
Glenn Davis,VA,H,R,1284438674,2320,22176,37239,6,59415,0.6267609189598586,0.8127746305937041,1.0
Glenn Gruenhagen,MN,H,R,463939535,7,19,37849,1,37868,0.9994982571036232,1.2961351005174544,1.0
Glenn Jeffries,WV,S,D,4730282554,110,728,155,0,883,0.1755379388448471,0.2276350983028321,1.0
Gloria Johnson,TN,H,D,358432869,29048,388659,73428167,4,73816826,0.9947348183190644,1.289957940963696,1.0
Gloria S. Butler,GA,S,D,357054964,1094,1979,2481801,0,2483780,0.9992032305598724,1.2957525142985973,1.0
Gordon Hintz,WI,H,D,61878975,1393,23974,1107858,0,1131832,0.9788184112129716,1.2693177709806944,1.0
Gordon M. Johnson,NJ,H,D,920149104,250,120,10294,0,10414,0.988477050124832,1.2818429563203504,1.0
Grace Diaz,RI,H,D,77005096,116,153,669,0,822,0.8138686131386861,1.055413222785787,1.0
Graham Filler,MI,H,R,258467941,361,1863,2874,0,4737,0.6067131095630146,0.7867769169778422,1.0
Graig R. Meyer,NC,H,D,47525716,1400,12365,160634,0,172999,0.9285255984138636,1.2040987678364807,1.0
Grant Wehrli,IL,H,R,889592425,1065,4062,356338,0,360400,0.9887291897891232,1.28216992744491,1.0
Grayson Lookner,ME,H,D,2881345265,87,478,236,0,714,0.330532212885154,0.4286294647612775,1.0
Greg Bonnen,TX,H,R,381542027,329,2132,47129,2,49261,0.956720326424555,1.2406612894461715,1.0
Greg Chaney,ID,H,R,2608354782,815,15044,142108,2,157152,0.9042710242313174,1.1726457815779532,1.0
Greg Clausen,MN,S,D,1359503898,525,1183,20292,0,21475,0.9449126891734576,1.2253493136757745,1.0
Greg Ferch,ID,H,R,136441728,2,0,0,0,0,0.0,0.0,1.0
Greg Hembree,SC,S,R,477754149,6,28,26,0,54,0.4814814814814814,0.6243783257869081,1.0
Greg Leding,AR,S,D,28375536,6722,235546,260945,0,496491,0.5255785099830611,0.6815627241219723,1.0
Greg McCortney,OK,S,R,14946702,682,6885,123871,0,130756,0.947344672519808,1.2285030750322108,1.0
Greg Razer,MO,H,D,21762059,1230,13247,2537855,0,2551102,0.9948073420819707,1.2900519887462272,1.0
Greg Reed,AL,S,R,929609108,3296,2641,20915959,5,20918600,0.9998737487212336,1.296622032697752,1.0
Greg Rothman,PA,H,R,451147000,4251,10501,732366,2,742867,0.9858642260323852,1.278454683260714,1.0
Greg Stemen,ND,H,R,43355640,1216,4881,238397,1,243278,0.9799365335131004,1.270767736050236,1.0
Greg Treat,OK,S,R,294831375,580,1594,86964,0,88558,0.9820004968495224,1.2734442543007731,1.0
Greg VanWoerkom,MI,H,R,1092158958,46,17,8206,0,8223,0.9979326279946492,1.294104814993582,1.0
Greg Vitali,PA,H,D,356385736,9,28,9,0,37,0.2432432432432432,0.3154343724869411,1.0
Gregg Amore,RI,H,D,498324382,239,2874,104542,0,107416,0.9732442094287628,1.2620892255194782,1.0
Gregg Hough,NH,H,R,3439434184,37,52,22543,0,22595,0.997698605886258,1.293801338457403,1.0
Gregg Kennard,GA,H,D,144256492,147,1996,317,0,2313,0.137051448335495,0.1777263657058813,1.0
Gregory A. Baca,NM,S,R,702622105402146816,0,0,0,0,0,0.0,0.0,0.0
Gregory Haddad,CT,H,D,2370835412,35,40,140998,0,141038,0.9997163884910448,1.2964179701930667,1.0
Gregory Tarver,LA,S,D,326411065,4,0,3459,0,3459,1.0,1.2967857535574243,1.0
Gretchen Bangert,MO,H,D,27264596,1,0,0,0,0,0.0,0.0,1.0
Grier Martin,NC,H,D,55237687,2296,19722,2645928,0,2665650,0.9926014292949188,1.2871913924703875,1.0
Gustavo Rivera,NY,S,D,148524657,6923,89272,10248413,0,10337685,0.9913644108908328,1.285587244627081,1.0
Guy Guzzone,MD,S,D,391674596,4,0,24,0,24,1.0,1.2967857535574243,1.0
Hannah Kane,MA,H,R,1344923888,422,781,31340,0,32121,0.9756856884903956,1.2652553007842124,1.0
Hannah Kelly,MO,H,R,4058665638,1705,14466,630125,1,644591,0.9775578622723556,1.2676831090728418,1.0
Hannah-Beth Jackson,CA,S,D,201148166,465,4967,22404,0,27371,0.8185305615432392,1.0614587710606314,1.0
Hans Zeiger,WA,S,R,52981472,155,519,56103,0,56622,0.9908339514676274,1.2848993524042278,1.0
Haraz Ghanbari,OH,,R,948394584,754,2059,396,0,2455,0.1613034623217922,0.209176031938387,1.0
Harold Dutton Jr.,TX,H,D,1618749907,102,863,365,0,1228,0.2972312703583062,0.3854452769124267,1.0
Harold M. Love Jr.,TN,H,D,523534429,565,5710,1082304,0,1088014,0.9947519057659184,1.2899800997213406,1.0
Harold Naughton Jr.,MA,H,D,1154694362,32,37,17,0,54,0.3148148148148148,0.4082473668606707,1.0
Harold Stewart,ME,H,R,106915586,1,0,53,0,53,1.0,1.2967857535574243,1.0
Harold V. Jones II,GA,S,D,2976753027,77,530,145,0,675,0.2148148148148148,0.2785687915049282,1.0
Harper Peterson,NC,S,D,962005268463681536,0,0,0,0,0,0.0,0.0,0.0
Harriette Chandler,MA,S,D,82518318,400,4040,218057,0,222097,0.9818097497940088,1.2731968962366502,1.0
Harry Bronson,NY,H,D,567532294,1437,12146,4392,0,16538,0.2655702019591244,0.3443876544699606,1.0
Harry Brown,NC,S,R,834207507677577216,0,0,0,0,0,0.0,0.0,0.0
Harvey S. Peeler Jr.,SC,S,R,249785871,216,2825,8213,0,11038,0.7440659539771698,0.9648941288247082,1.0
Heath Clark,GA,H,R,56901585,71,39,23286,0,23325,0.9983279742765272,1.2946174944196436,1.0
Heather Carter,AZ,S,R,364474556,334,6019,107293,0,113312,0.9468811776334368,1.227902021466718,1.0
Heather Edelson,MN,H,D,4271386823,1878,22157,1276544,0,1298701,0.9829391060759944,1.2746614293738197,1.0
Heather Fitzenhagen,FL,H,R,573937204,263,280,1606,0,1886,0.8515376458112407,1.104261887705845,1.0
Heather Keeler,MN,H,D,1234703644991332352,0,0,0,0,0,0.0,0.0,0.0
Heather Matson,IA,H,D,951305368436662400,0,0,0,0,0,0.0,0.0,0.0
Heather Sanborn,ME,S,D,49175589,5,10,0,0,10,0.0,0.0,1.0
Heidi Gansert,NV,S,R,3499680919,217,2384,492,0,2876,0.1710709318497913,0.2218423472706025,1.0
Heidi Scheuermann,VT,H,R,989087454,271,640,111029,0,111669,0.9942687764733276,1.2893535845375823,1.0
Heidi Swank,NV,H,D,3566787494,588,1774,833510,0,835284,0.9978761714578516,1.2940316029609678,1.0
Helen Giddings,TX,H,D,1710246422,7,40,14,0,54,0.2592592592592592,0.3362037138852582,1.0
Helene Duhamel,SD,S,R,822289862,10,50,7,0,57,0.1228070175438596,0.1592543907877538,1.0
Helene Weinstein,NY,H,D,3130868032,284,383,622,0,1005,0.618905472636816,0.8025877997141474,1.0
Henry Stern,CA,S,D,3162078366,1024,16164,452304,0,468468,0.9654960424191192,1.252041512925189,1.0
Herb Conaway,NJ,H,D,52596035,418,1480,32306,0,33786,0.9561948736162909,1.239979889730248,1.0
Herman Baertschiger Jr.,OR,S,R,1206230749,67,975,1010,0,1985,0.5088161209068011,0.6598254967722916,1.0
Hershel Nunez,NH,H,R,904581122,151,90,190640,0,190730,0.999528128768416,1.296173837666793,1.0
Hodan Hassan,MN,H,D,23593966,684,7409,1872430,0,1879839,0.9960587050273986,1.2916747383863876,1.0
Holly Merrill Raschein,FL,H,R,937390374,57,1190,3530,0,4720,0.7478813559322034,0.9698418877240907,1.0
Holly Mitchell,CA,S,D,278192411,890,25147,126653,0,151800,0.8343412384716733,1.0819618316555235,1.0
Holly Rehder,MO,H,R,28656296,339,1928,106419,0,108347,0.9822053217901742,1.2737098683657837,1.0
Holly Schepisi,NJ,H,R,2329732639,99,1339,929,2,2268,0.4096119929453263,0.5311789969377635,1.0
Houston Gaines,GA,H,R,58114015,405,3548,455467,6,459015,0.9922704051065868,1.2867621250188763,1.0
Howard Beaty,AR,H,R,59836917,2,0,13,0,13,1.0,1.2967857535574243,1.0
Howard J. Hunter III,NC,H,D,3299533143,72,59,836,0,895,0.9340782122905028,1.2112993184067118,1.0
Howard Pearl,NH,H,R,2511401247,28,77,11,0,88,0.125,0.162098219194678,1.0
Howard Watts III,NV,H,D,271076779,729,9284,382069,0,391353,0.9762771717605332,1.2660223278623943,1.0
Hugh Bartels,SD,H,R,17350750,9,3,7,0,10,0.7,0.9077500274901972,1.0
Hugh Leatherman,SC,S,R,56798704,211,1154,1691,0,2845,0.5943760984182777,0.7707784566838681,1.0
Hugh McKean,CO,,R,23369686,64,131,29,0,160,0.18125,0.2350424178322832,1.0
Hugh Shine,TX,H,R,3329147232,7,89,26,0,115,0.2260869565217391,0.2931863442825481,1.0
Hunter Cantrell,MN,H,D,903986745338978432,0,0,0,0,0,0.0,0.0,0.0
Ian Calderon,CA,H,D,101941344,797,12833,1559519,0,1572352,0.991838341541843,1.286201831143485,1.0
Ilana Rubel,ID,H,D,3411445001,247,6449,349135,0,355584,0.9818636384089272,1.2732667782247555,1.0
Ina Minjarez,TX,H,D,3065062453,2251,27387,2102530,0,2129917,0.9871417524720448,1.2801113613474573,1.0
Ingrid Burnett,MO,H,D,27014362,222,421,81422,0,81843,0.9948560047896584,1.2901150938522858,1.0
Ira Hansen,NV,S,R,151574869,153,346,20143,0,20489,0.9831128898433306,1.274886789687501,1.0
Isaac Latterell,SD,H,R,496107040,2674,13152,1813012,0,1826164,0.9927980181407584,1.287446326084981,1.0
Isaac Sponaugle,WV,H,D,22657318,657,1853,4566187,0,4568040,0.9995943555660634,1.2962597196344856,1.0
